issue_time,target_time,station_id,horizon_hours,pm25_forecast,pm25_lower_ci,pm25_upper_ci,uncertainty,quality_flag,missing_features,units
2024-01-30 23:00:00+05:30,2024-02-02 21:00:00+05:30,ST002,70,56.12483954742207,53.18483954742207,59.06483954742207,1.5000000000000002,uncertain,4,ug/m3
2024-01-30 23:00:00+05:30,2024-02-02 22:00:00+05:30,ST002,71,57.2795465931014,54.3003465931014,60.2587465931014,1.52,uncertain,4,ug/m3
2024-01-30 23:00:00+05:30,2024-02-02 23:00:00+05:30,ST002,72,58.323063813596704,55.304663813596704,61.341463813596704,1.54,uncertain,4,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 00:00:00+05:30,ST003,1,48.72229453821671,48.48709453821671,48.95749453821671,0.12000000000000001,ok,0,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 01:00:00+05:30,ST003,2,48.88425630739363,48.60985630739363,49.15865630739363,0.14,degraded,1,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 02:00:00+05:30,ST003,3,45.84290464163206,45.52930464163206,46.15650464163206,0.16,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 03:00:00+05:30,ST003,4,46.84838216427027,46.49558216427027,47.20118216427027,0.18,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 04:00:00+05:30,ST003,5,46.13563742166855,45.743637421668545,46.52763742166855,0.2,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 05:00:00+05:30,ST003,6,46.61110776288091,46.179907762880916,47.04230776288091,0.22,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 06:00:00+05:30,ST003,7,46.08011446543454,45.60971446543454,46.55051446543454,0.24000000000000002,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 07:00:00+05:30,ST003,8,46.18322806267795,45.67362806267795,46.69282806267795,0.26,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 08:00:00+05:30,ST003,9,45.75188403399403,45.20308403399403,46.30068403399403,0.28,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 09:00:00+05:30,ST003,10,46.55973563097493,45.971735630974926,47.14773563097493,0.30000000000000004,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 10:00:00+05:30,ST003,11,45.44895300786494,44.821753007864935,46.07615300786494,0.32,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 11:00:00+05:30,ST003,12,44.689947070723925,44.02354707072392,45.35634707072393,0.33999999999999997,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 12:00:00+05:30,ST003,13,43.01959286814339,42.313992868143394,43.72519286814339,0.36,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 13:00:00+05:30,ST003,14,41.725861518697755,40.98106151869776,42.47066151869775,0.38,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 14:00:00+05:30,ST003,15,40.171603579561676,39.38760357956168,40.955603579561675,0.4,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 15:00:00+05:30,ST003,16,43.50794326126205,42.68474326126205,44.33114326126205,0.42000000000000004,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 16:00:00+05:30,ST003,17,39.35362172899441,38.49122172899441,40.21602172899441,0.44000000000000006,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 17:00:00+05:30,ST003,18,39.00423903672837,38.10263903672837,39.90583903672837,0.45999999999999996,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 18:00:00+05:30,ST003,19,37.269794081058954,36.32899408105895,38.21059408105896,0.48,degraded,2,ug/m3
2024-01-30 23:00:00+05:30,2024-01-31 19:00:00+05:30,ST003,20,43.07922852597082,42.09922852597082,44.059228525970816,0.5,degraded,2,ug/m3
